timestamp,smoke,seed,model,pooling,length_mode,training,translated,task,test_language,classifier,actual,predicted,count
2026-05-16 21:37:32,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,en,SVM,HC,Dementia,17
2026-05-16 21:37:32,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,en,SVM,Dementia,HC,5
2026-05-16 21:37:32,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,en,SVM,HC,HC,114
2026-05-16 21:37:32,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,en,LR,Dementia,Dementia,49
2026-05-16 21:37:32,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,en,LR,Dementia,HC,14
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,SVM,HC,HC,13
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,SVM,Dementia,Dementia,16
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,LR,Dementia,HC,7
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,LR,Dementia,Dementia,19
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,SVM,Dementia,HC,10
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,RF,HC,HC,8
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,SVM,HC,Dementia,4
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,RF,Dementia,Dementia,21
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,DT,Dementia,HC,11
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,LR,HC,HC,10
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,DT,HC,Dementia,12
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,DT,HC,HC,5
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,RF,HC,Dementia,9
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,RF,Dementia,HC,5
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,LR,HC,Dementia,7
2026-05-16 21:41:10,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,gr,DT,Dementia,Dementia,15
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,LR,HC,HC,54
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,LR,HC,Dementia,4
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,DT,Dementia,Dementia,21
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,RF,Dementia,Dementia,20
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,RF,HC,Dementia,2
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,DT,HC,Dementia,15
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,RF,Dementia,HC,10
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,DT,Dementia,HC,9
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,RF,HC,HC,56
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,SVM,HC,Dementia,8
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,SVM,Dementia,Dementia,25
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,DT,HC,HC,43
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,SVM,Dementia,HC,5
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,LR,Dementia,HC,6
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,LR,Dementia,Dementia,24
2026-05-16 21:41:36,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,cha,SVM,HC,HC,50
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,LR,Dementia,Dementia,8
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,SVM,Dementia,HC,14
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,SVM,HC,Dementia,0
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,LR,Dementia,HC,12
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,SVM,HC,HC,39
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,DT,HC,HC,32
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,SVM,Dementia,Dementia,6
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,RF,HC,HC,35
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,DT,Dementia,HC,10
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,LR,HC,Dementia,0
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,LR,HC,HC,39
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,DT,HC,Dementia,7
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,DT,Dementia,Dementia,10
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,RF,Dementia,Dementia,13
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,RF,Dementia,HC,7
2026-05-16 21:42:07,False,45,xlm-roberta-base,mean,truncate,mono,no,binary,spa,RF,HC,Dementia,4
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,MCI,HC,34
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,HC,MCI,18
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,MCI,MCI,43
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,HC,Dementia,10
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,HC,Dementia,18
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,Dementia,Dementia,40
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,HC,MCI,25
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,MCI,Dementia,7
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,Dementia,MCI,0
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,MCI,HC,33
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,MCI,HC,44
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,HC,HC,88
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,Dementia,MCI,3
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,MCI,Dementia,3
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,Dementia,HC,29
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,Dementia,Dementia,31
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,DT,MCI,MCI,37
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,Dementia,HC,23
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,HC,HC,40
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,Dementia,HC,11
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,MCI,MCI,31
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,MCI,Dementia,3
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,HC,MCI,18
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,HC,Dementia,6
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,MCI,MCI,73
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,HC,MCI,79
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,Dementia,HC,6
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,HC,Dementia,12
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,RF,HC,HC,103
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,Dementia,MCI,0
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,Dementia,MCI,2
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,MCI,Dementia,2
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,HC,HC,107
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,Dementia,Dementia,55
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,SVM,MCI,HC,2
2026-05-16 21:43:09,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,en,LR,Dementia,Dementia,52
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,Dementia,Dementia,13
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,Dementia,MCI,3
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,MCI,Dementia,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,HC,HC,7
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,MCI,MCI,7
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,HC,Dementia,5
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,HC,MCI,6
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,HC,HC,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,Dementia,HC,6
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,Dementia,MCI,7
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,Dementia,Dementia,17
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,MCI,MCI,2
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,MCI,Dementia,3
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,MCI,HC,0
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,HC,Dementia,7
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,MCI,Dementia,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,HC,MCI,5
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,SVM,Dementia,HC,6
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,HC,Dementia,11
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,MCI,MCI,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,Dementia,HC,3
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,MCI,HC,3
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,MCI,Dementia,3
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,Dementia,Dementia,15
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,Dementia,MCI,5
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,MCI,HC,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,HC,HC,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,HC,MCI,3
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,MCI,MCI,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,HC,MCI,2
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,LR,MCI,HC,2
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,Dementia,HC,6
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,HC,Dementia,10
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,DT,HC,HC,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,Dementia,MCI,4
2026-05-16 21:48:42,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,gr,RF,Dementia,Dementia,19
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,MCI,Dementia,2
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,HC,MCI,17
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,Dementia,MCI,9
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,HC,Dementia,9
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,MCI,HC,25
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,HC,MCI,16
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,Dementia,HC,7
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,Dementia,Dementia,14
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,HC,HC,33
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,MCI,Dementia,10
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,Dementia,HC,4
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,MCI,HC,18
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,MCI,HC,11
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,MCI,MCI,44
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,HC,Dementia,2
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,Dementia,Dementia,14
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,HC,HC,39
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,HC,MCI,19
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,HC,HC,38
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,MCI,MCI,52
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,Dementia,HC,3
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,Dementia,MCI,2
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,HC,Dementia,7
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,MCI,Dementia,4
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,DT,MCI,MCI,30
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,Dementia,Dementia,24
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,HC,MCI,14
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,Dementia,MCI,6
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,RF,Dementia,MCI,12
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,HC,HC,37
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,HC,Dementia,1
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,Dementia,HC,4
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,MCI,MCI,44
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,MCI,Dementia,3
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,LR,Dementia,Dementia,21
2026-05-16 21:49:11,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,cha,SVM,MCI,HC,17
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,Dementia,HC,10
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,HC,HC,38
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,MCI,MCI,0
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,MCI,HC,16
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,Dementia,HC,6
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,MCI,MCI,6
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,HC,MCI,0
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,HC,HC,32
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,HC,Dementia,1
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,MCI,MCI,6
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,Dementia,MCI,1
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,HC,MCI,7
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,Dementia,Dementia,11
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,Dementia,Dementia,9
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,Dementia,Dementia,8
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,MCI,Dementia,1
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,MCI,Dementia,0
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,HC,Dementia,0
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,LR,MCI,MCI,0
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,Dementia,HC,7
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,Dementia,Dementia,10
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,HC,MCI,11
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,MCI,Dementia,7
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,HC,MCI,1
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,Dementia,HC,6
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,HC,HC,21
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,Dementia,MCI,6
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,SVM,MCI,HC,11
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,HC,Dementia,7
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,MCI,HC,4
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,MCI,HC,15
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,Dementia,MCI,4
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,DT,Dementia,MCI,2
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,HC,Dementia,2
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,MCI,Dementia,2
2026-05-16 21:50:01,False,45,xlm-roberta-base,mean,truncate,mono,no,multiclass,spa,RF,HC,HC,36
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,DT,HC,Dementia,13
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,LR,HC,HC,125
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,RF,Dementia,HC,24
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,RF,HC,Dementia,6
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,DT,HC,HC,118
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,DT,Dementia,Dementia,37
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,RF,Dementia,Dementia,39
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,DT,Dementia,HC,26
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,RF,HC,HC,125
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,SVM,Dementia,Dementia,51
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,LR,Dementia,Dementia,45
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,SVM,HC,HC,105
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,SVM,HC,Dementia,26
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,LR,Dementia,HC,18
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,SVM,Dementia,HC,12
2026-05-16 21:51:00,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,en,LR,HC,Dementia,6
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,RF,Dementia,Dementia,25
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,SVM,HC,HC,1
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,RF,HC,HC,7
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,SVM,Dementia,Dementia,26
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,SVM,HC,Dementia,16
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,SVM,Dementia,HC,0
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,LR,Dementia,Dementia,21
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,LR,Dementia,HC,5
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,DT,HC,HC,9
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,DT,HC,Dementia,8
2026-05-16 21:56:58,False,45,xlm-roberta-base,mean,truncate,multi,no,binary,gr,DT,Dementia,Dementia,18
